name,full_page_wiki_url,image_url,image_filename,description
Aero_V-dramon,https://wikimon.net/Aero_V-dramon,https://wikimon.net/File:Aerovdramon.jpg,Aerovdramon.jpg,"v-dramon evolved further, and as aero v-dramon, it became able to move through the sky. among the rare species of v-dramon, it is said that only veteran warriors that have come through numerous battles are able to evolve, so its existence is already becoming a legend. not only did its evolution grant it wings, but it also evolved several parts of its body for better grappling, acquiring stronger offensive and defensive power. if you include its attacks from the sky, there are probably no longer any opponents who can rival aero v-dramon. its special moves are forming a v-shaped energy substance that seems to connect the horn on its snout to the edges of its wings, then soaring towards the opponent (v-wing blade), and launching a shock wave which has the appearance of a dragon (dragon impulse). although ""v wing blade"" is a technique that cuts the opponent to pieces with the blades of its wings, its weakness is that it cannot be used if it is not in flight.  digimon life virtual pets video games"
Agnimon,https://wikimon.net/Agnimon,https://wikimon.net/File:Agnimon3.jpg,Agnimon3.jpg,"a digimon that possesses power over flame which bears the might of one of the legendary warrior ten. because its ""digicore"" is wrapped in the spiritual fire which is called a holy blaze, it is able to freely manipulate flames. it is an incarnation of the ""firewall"" that defends the net, and is also a guardian deity. because of its easily fired-up personality, it has a soldier-like aspect that practices mental training with yoga exercises, and its way of speaking is somewhat archaic, like a kenpo artist. in battle, it fights by freely using oriental martial arts, and accumulates flames at one point of its body with a trick that focuses its spirit, to raise its offensive ability. its special moves are unleashing a blazing dragon from its flame-clad fist (burning salamander), and unleashing a whirlwind kick of flames (salamander break).  digimon life"
Agumon,https://wikimon.net/Agumon,https://wikimon.net/File:Agumon.jpg,Agumon.jpg,"a reptile digimon with an appearance resembling a small dinosaur, it has grown and become able to walk on two legs. its strength is weak as it is still in the process of growing, but it has a fearless and rather ferocious personality. hard, sharp claws grow from both its hands and feet, and their power is displayed in battle. it also foreshadows an evolution into a great and powerful digimon. its special move is spitting a fiery breath from its mouth to attack the opponent (baby flame).  digimon life  video games virtual pets misc"
Agumon_(Black),https://wikimon.net/Agumon_(Black),https://wikimon.net/File:Agumon_black.jpg,Agumon_black.jpg,"a reptile digimon which has grown up and become able to walk on two legs, it has an appearance like a tiny dinosaur. because it is still on the way to adulthood, its power is low, but as its personality is quite ferocious, it doesn't understand fear. it has grown hard, sharp claws on its hands and feet, and demonstrates its power in battle. it is also a being that foretells evolution to a great and powerful digimon. its special move is spitting flame breath from its mouth to attack the opponent (baby flame).  video games"
Agumon_(X-Antibody),https://wikimon.net/Agumon_(X-Antibody),https://wikimon.net/File:Agumonx2.jpg,Agumonx2.jpg,"a reptile digimon which has grown up and become able to walk on two legs, it has an appearance like a tiny dinosaur. because it is still on the way to adulthood, its power is low, but as its personality is quite ferocious, it doesn't understand fear. it has grown hard, sharp claws on both its hands and feet, and demonstrates its power in battle. it is also a being that foretells evolution to a great and powerful digimon. its special move is spitting flame breath from its mouth to attack the opponent (baby flame).the effect on agumon's digicore due to the x-antibodyits qualities for evolving into a greymon-species, which are exceptionally outstanding as dinosaur-types, have improved, characteristic blue lines are visible in its body color, and it is no longer classified as a reptile-type, but rather as a dinosaur-type. its claws have sharpened, making them more lethal, and as a result of its ferocity being drawn out more strongly, it is now capable of firing its ""baby burner"", in which it amasses single shots of ""baby flame"" in its mouth and then spews it out all at once.  digimon life virtual pets misc"
Agumon_Hakase,https://wikimon.net/Agumon_Hakase,https://wikimon.net/File:Agumon_hakase.jpg,Agumon_hakase.jpg,"a genius agumon that has a doctorate in digital monster studies from digital world university. the badge on its chest is proof of its doctorate. though it is said that its degree was created by agumon hakase itself, it certainly is knowledgeable about digimon types and territories. due to its peculiar accent in which it attaches ""gya"" to the end of its remarks, it is thought to possibly have come from a distant locale. its special moves are to try to enchant itself with cleverness through its hat (hakase bou), and try to persuade the opponent with its rod (hakase bo).  digimon life virtual pets"
Airdramon,https://wikimon.net/Airdramon,https://wikimon.net/File:Airdramon.jpg,Airdramon.jpg,"a mythical beast digimon that grew gigantic wings. it's a highly valued monster due to it being said to have an existence close to that of a god. it specializes in mid-air attacks, its roar calls forth storms, and it causes giant tornadoes by flapping its wings. its personality is considerably brutal, but it has great intelligence. however, being employed by an ordinary tamer doesn't seem possible. its special move is flapping its enormous wings to send out a sharp vacuum blade, (spinning needle).  digimon life virtual pets"
Ajatarmon,https://wikimon.net/Ajatarmon,https://wikimon.net/File:Ajatarmon.jpg,Ajatarmon.jpg,"a plant digimon that lives in groups similar to tribes. it builds small civilizations deep in the jungle. generally speaking, they are taciturn and do not speak very much, and when hunting in groups, they contact each other through hand gestures and bring down their prey with excellent coordination. although it is short-tempered and has a violent disposition, it has a pure heart with pride as a hunter.its special moves are striking the enemy with an all-purpose hatchet that cuts down even large trees in an instant (assault hatchet), and restraining them with the tentacles growing from the back of its head (tied-up ivy). when facing opponents that attack from a distance, it counterattacks with its ""shotgun moss"", in which it shoots the poisonous grass needles that grow from its head like hair to restrict their movements."
Akatorimon,https://wikimon.net/Akatorimon,https://wikimon.net/File:Akatorimon.jpg,Akatorimon.jpg,"a cockatrimon-species digimon that developed its legs to make up for being unable to fly. because it consumes more energy than meets the eye moving its large body, it apparently detests violent battles. its special move is glaring with its red eyes to petrify and shatter the opponent (scar-red eye).  video games"
Aldamon,https://wikimon.net/Aldamon,https://wikimon.net/File:Aldamon.jpg,Aldamon.jpg,"a digimon that possesses power over flame that has transcended legend by inheriting all the might of one of the legendary warrior ten and acquiring unknown abilities. although it makes many enemies with its rough behavior, its name is derived from the fused form of a god of indian mythology, and since it possesses both the wildness of a beast and the intelligence of a human, it is a demon god that fights by converting anger or fear into righteous strength. in battle, it unleashes super-wide ranged attacks that melt everything then burn it up without a trace. this aspect has enough destructive power, in that moment, to bear a close resemblance to the menace of modern nuclear weapons. its special moves are enhancing the holy flames of its ""digicore"" to their utmost limit, then personally manufacturing the high temperature and high density core of the sun, before detonating it (brahmashira), and the high-speed rapid-firing of the extremely high-temperature shots it unleashes from the ""rudriya darpana"" superweapons on both of its arms (brahmastra).[n 1] also, it is capable of fighting using the rudriya darpana in hand-to-hand combat, and it specializes in close combat.  digimon life"
Algomon_(Adult),https://wikimon.net/Algomon_(Adult),https://wikimon.net/File:Algomon_adult.jpg,Algomon_adult.jpg,"a form of algomon that evolved to adult whose processing ability has increased abnormally. its power has also been strengthened, and it can lift up even large enemies with its hands, which have turned into industrial manipulators. its special moves are restraining the enemy with the tentacles that extend from its mouth (imprisonment), and sending an electric shock through them (volt line)."
Algomon_(Child),https://wikimon.net/Algomon_(Child),https://wikimon.net/File:Algomon_child.jpg,Algomon_child.jpg,"the child-evolved form of algomon. it watches over young algomon that are consuming data, and intercepts enemies when they draw near. it attacks with its ""brute knuckle"", where it curls up the tentacles on its arms into balls and punches with them, and ""imprisonment"", where it restrains the enemy with its loose tentacles."
Algomon_(Perfect),https://wikimon.net/Algomon_(Perfect),https://wikimon.net/File:Algomon.jpg,Algomon.jpg,"a digimon that was generated from a bug in an algorithm. due to its high-speed processing ability, it uses its countless ivy tendrils as tentacles, and takes complete control of a vast field. its special moves are using its tentacles to constrict the opponent's powers, completely restricting its movement (imprisonment), and an erasing beam fired from the eyes on its limbs (elimination line). also, when it takes control of a vast field it transforms into a parasite called ""worm phase"".  digimon life  current original"
Algomon_(Ultimate),https://wikimon.net/Algomon_(Ultimate),https://wikimon.net/File:Algomon_ultimate.jpg,Algomon_ultimate.jpg,"a gigantic ultimate digimon that evolved from the perfect-level algomon, and also amplified its close-combat abilities. its special moves are countless beams fired from its mouth (terabyte disaster), and beams destructive enough to completely distort even dimensions, fired from the eyes on its limbs (distortion line). in addition, its ""brute force"", which mows down the enemy with its massive body, is also exceptionally destructive."
Allomon,https://wikimon.net/Allomon,https://wikimon.net/File:Allomon.jpg,Allomon.jpg,"an armor-level dinosaur digimon that evolved through the power of the ""digimental of courage"". particularly ferocious among dinosaur digimon, it is in a hostile relationship with fellow dinosaur-type tyranomon. allomon's special features are having powerful leg strength, and being able to run at blistering speed by tilting its head down and taking a horizontal stance. its special move is spewing out an ultra-high temperature wind (dino burst).  digimon life virtual pets  video games"
Allomon_(X-Antibody),https://wikimon.net/Allomon_(X-Antibody),https://wikimon.net/File:Allomonx2.jpg,Allomonx2.jpg,"an armor-level dinosaur digimon that evolved through the power of the ""digimental of courage"". particularly ferocious among dinosaur digimon, it is in a hostile relationship with fellow dinosaur-type tyranomon. allomon's special features are having powerful leg strength, and being able to run at blistering speed by tilting its head down and taking a horizontal stance. its special move is spewing out an ultra-high temperature wind (dino burst).the effect on allomon's digicore due to the x-antibodyits leg strength has developed further, and it acquired agility on par with that of small digimon despite being a large digimon. its running speed has also increased, but this large allomon soars, and it is said that many digimon have seen it swoop down and seize the enemy. as a result of adapting to its agile body, it acquired a new special move called ""dino flash"", an ultra-high temperature wind released from its mouth instantaneously like a flash.  virtual pets misc"
Alphamon,https://wikimon.net/Alphamon,https://wikimon.net/File:Alphamon.jpg,Alphamon.jpg,"one of the holy knight-type ""royal knights"", the highest rank of network security which is said to have thirteen members. while it is a holy knight, it is said that to the holy knights it is a being similar to a deterrent force, and as it doesn't appear in normal times, it is also called the ""aloof hermit"" who flutters a blue mantle, and is the ""royal knight"" assigned to the place called the ""empty seat"". because it possesses the ""alpha inforce"" ability, an ultimate force which, in battle, instantaneously replays the elapsed battle, although alphamon's attacks are over in just an instant, you can't grasp how many attacks it actually unleashed, and in theory, you can only see the final blow that brought down its opponent. it can deploy a magic circle of digimoji from its hands, which attacks and defends. its special moves are drawing out a convergence of light that was pierced into the center of a magic array and stabbing it through the opponent (seiken gradalpha), and spreading the wings on its back and flying up high, then deploying a magic circle even larger than the sky, with which it summons a legendary monster from another dimension (digitalize of soul).  digimon life virtual pets"
Alphamon_Ouryuken,https://wikimon.net/Alphamon_Ouryuken,https://wikimon.net/File:Alphamon_ouryuken.jpg,Alphamon_ouryuken.jpg,"a form in which ouryumon achieved a miraculous evolution and became a sword through the operation of the magic circle of digimoji that alphamon unleashed. ouryumon is the ultimate of the experimental ""prototype digimon"" that pursued further fighting strength, and by becoming a sword, all of that fighting strength was devoted exclusively to its attacks. to swing the ouryuken is to wield all of the power contained within an ultimate digimon, so to speak, so it isn't a sword that can be swung by an average digimon, and there aren't any average digimon that can take the blow.  digimon life misc"
Alraumon,https://wikimon.net/Alraumon,https://wikimon.net/File:Alraumon.jpg,Alraumon.jpg,"a plant digimon that accomplished an evolution just like palmon. it seems that, at noon, it opens up its arms and the flower on its head to perform photosynthesis. the aroma emitted from the flower on its head is definitely inherited from palmon, so as usual it is intensely foul. its special move is twining the opponent in the claws extended from its hands, then disorienting them (nemesis ivy).  video games"
Amphimon,https://wikimon.net/Amphimon,https://wikimon.net/File:Amphimon.jpg,Amphimon.jpg,"a cyborg digimon that wanders about everywhere in the vast ""net ocean"", forging connections with various marine digimon. it is capable of diving into ultra-high pressure zones thanks to the bodysuit that covers its whole body, and has even intruded the ""abyss sanctuary"", which is constructed at the extreme depths of the sea. like angel digimon and god man digimon, it is permitted to pass judgment upon those judged to be evil in the net ocean. once a battle begins, its usual merriment undergoes a complete about-face like the raging sea, and it strikes sinners with a blow of judgment.its special moves are shooting cold air from its fist to freeze the opponent (crystal freezer), sending off ultra-high pressure water cutters from its horizontally swung hand (aqua zanba), and delivering a kick with its electrified foot (raiburn break). also, it can deploy several jellyfish units to form its ""umbre defender"" electromagnetic shield to protect itself or its companions."
Ancient_Beatmon,https://wikimon.net/Ancient_Beatmon,https://wikimon.net/File:Ancientbeatmon.jpg,Ancientbeatmon.jpg,"possessing the attribute of ""thunder"", it is one of the legendary ten warriors digimon that saved the ancient digital world. an ultimate who existed only in the distant past, it has an appearance fused from many insects such as the rhinoceros beetle and stag beetle. its shell has a hardness rivaling that of chrome digizoid, so the falx on both of its arms can cut through anything, and it can easily lift up objects hundreds of times its own weight. ancient beatmon's abilities were later passed on to the ""insect digimon"". its special moves are a calamitous thunder which brings about super-disasters (calamity thunder), and a super-electrical attack with a thousand times the power of giga blaster (tera blaster).  digimon life video games"
Ancient_Garurumon,https://wikimon.net/Ancient_Garurumon,https://wikimon.net/File:Ancientgarurumon.jpg,Ancientgarurumon.jpg,"possessing the attribute of ""light"", it is one of the legendary ten warriors digimon that saved the ancient digital world. an ultimate who existed only in the distant past, it is called the ""supreme shining beast"". ancient garurumon's abilities were later passed on to the ""beast digimon"". it is said that in the previous crusade, it survived to the end alongside ancient greymon, and sealed away lucemon. its special moves are brandishing its two greatswords with a dazzling brilliance and cutting the opponent to pieces (sharpness claymore), and completely halting the movement of electrons with super-cold air at absolute zero and a super-ray of light (absolute zero).  digimon life  video games"
Ancient_Greymon,https://wikimon.net/Ancient_Greymon,https://wikimon.net/File:Ancientgreymon.jpg,Ancientgreymon.jpg,"possessing the attribute of ""flame"", it is one of the legendary ten warriors digimon that saved the ancient digital world. an ultimate who existed only in the distant past, it is told that its strength surpasses that of current ultimates, and it is certainly an ""ultimate"" being. ancient greymon's abilities were later passed on to the ""dragon digimon"", such as the greymon-species. it is said that in the previous crusade, it survived to the end alongside ancient garurumon, and sealed away lucemon. its special moves are gathering the spirit of the land and creating a tornado to swallow up the opponent and blow them away (gaia tornado), and inducing a super-detonation over the surrounding kilometers with an intense flash (omega burst).  digimon life  video games"
Ancient_Irismon,https://wikimon.net/Ancient_Irismon,https://wikimon.net/File:Ancientirismon.jpg,Ancientirismon.jpg,"possessing the attribute of ""wind"", it is one of the legendary ten warriors digimon that saved the ancient digital world. an ultimate who existed only in the distant past, it has golden wings and a beautiful rainbow-colored figure. with its golden wings it soars around the vast skies, and it is said that by erecting rainbow bridges it can move freely even through the earth and sea. ancient irismon's beauty and abilities were later passed on to the ""bird man"" and ""fairy digimon"". its special moves are continuously generating a colossal storm (storm gazer), and firing a super-fused laser that shines with the seven colors (rainbow symphony).  digimon life video games"
Ancient_Megatheriumon,https://wikimon.net/Ancient_Megatheriumon,https://wikimon.net/File:Ancientmegatheriumon.jpg,Ancientmegatheriumon.jpg,"possessing the attribute of ""ice"", it is one of the legendary ten warriors digimon that saved the ancient digital world. an ultimate who existed only in the distant past, it is said that the power and bravery it possesses can adapt even to the intense cold of the freezing tundra. with an attack of absolute zero it suspends the atomic movement of every object, and it easily destroys even the eternally frozen gigantic icebergs. ancient megatheriumon's abilities were later passed on to the ""mammal"" and ""ice-snow digimon"". its special moves are a super-blizzard at absolute zero (freezing blizzard), and a super-charge which can even destroy a gigantic iceberg (great snowplow).  digimon life video games"
Ancient_Mermaimon,https://wikimon.net/Ancient_Mermaimon,https://wikimon.net/File:Ancientmermaimon.jpg,Ancientmermaimon.jpg,"possessing the attribute of ""water"", it is one of the legendary ten warriors digimon that saved the ancient digital world. an ultimate who existed only in the distant past, it is a guardian goddess of the birthplace of digimon, the ""net ocean"". it rules the whole of the far-reaching ""net ocean"", and is able to handle all water, such as the ocean currents and tidal waves, as if they were its own limbs. it is said that countless continents and islands have been erased when ancient mermaimon felt angry. ancient mermaimon's abilities were later passed on to the ""aquatic digimon"". its special moves are generating a gigantic maelstrom which swallows everything in the water (great maelstrom), and crystallizing water into super-hard substances, then firing them off like a machine gun (crystal billow).  digimon life video gamescurrent before"
Ancient_Sphinxmon,https://wikimon.net/Ancient_Sphinxmon,https://wikimon.net/File:Ancientsphinxmon.jpg,Ancientsphinxmon.jpg,"possessing the attribute of ""darkness"", it is one of the legendary ten warriors digimon that saved the ancient digital world. an ultimate who existed only in the distant past, it is set at the opposite extreme to ancient garurumon as a being born from darkness. it rules over the destruction and annihilation of all existing or living things, and is feared as the ""deadly dark beast"". ancient sphinxmon's abilities were later passed on to the ""mythical beast"" and ""demon beast digimon"". its special moves are a laser beam fired with a roar (dark blast), and the ultimate annihilation technique which completely envelops the opponent in the darkness of death (necro eclipse)."
Ancient_Troiamon,https://wikimon.net/Ancient_Troiamon,https://wikimon.net/File:Ancienttroiamon.jpg,Ancienttroiamon.jpg,"possessing the attribute of ""wood"", it is one of the legendary ten warriors digimon that saved the ancient digital world. an ultimate who existed only in the distant past, it boasts of the greatest size among the ancient digimon. various mechanisms are set within its body, and it displays tricky attacks and movements. ancient troiamon's abilities were later passed on to the ""plant digimon"". its special moves are attacking by simultaneously operating every gimmick throughout its body (epeius gimmick), and shooting super-massive shells from the huge cannons in its mouth and chest (surprise cannon).  digimon life video games"
Ancient_Volcamon,https://wikimon.net/Ancient_Volcamon,https://wikimon.net/File:Ancientvolcamon.jpg,Ancientvolcamon.jpg,"possessing the attribute of ""earth"", it is one of the legendary ten warriors digimon that saved the ancient digital world. an ultimate who existed only in the distant past, it has the most power among the ancient digimon. there is always high temperature magma welling up inside its body, which becomes the source of its mighty power. ancient volcamon's abilities were later passed on to the ""ore"" and ""mineral"" types of rock-species digimon. its special moves are detonating the volcano on its back, and performing a super-strong lariat with this propulsion (atomic bomber), and generating antimatter within its body, carrying out a super-detonation comparable to a tiny big bang (supernova).  digimon life  video games"
Ancient_Wisemon,https://wikimon.net/Ancient_Wisemon,https://wikimon.net/File:Ancientwisemon.jpg,Ancientwisemon.jpg,"possessing the attribute of ""steel"", it is one of the legendary ten warriors digimon that saved the ancient digital world. an ultimate who existed only in the distant past, it is the wisest person in the digital world. due to the akashic records which record all of the excellent intellects of ancient times, it is said that there is nothing which ancient wisemon doesn't know. it is a sage that possesses the knowledge of the distant past, but can also forecast the distant future. also, it is said that ancient wisemon's mirror body is connected to the spirit world (another universe). ancient wisemon's abilities were later passed on to the ""mutation digimon"". its special moves are calculating the coordinates to the spirit world with ultimate wisdom and imprisoning the opponent for eternity in that separate universe (laplace no ma), and summoning the ultimate evil god from that universe (elder sign).  digimon life video games"
Andiramon,https://wikimon.net/Andiramon,https://wikimon.net/File:Andiramon.jpg,Andiramon.jpg,"a perfect digimon which has the appearance of the ""rabbit"" from among the twelve holy beasts of oriental legends. it is able to freely manipulate the ""qi"" flowing within its body, allowing it to interact with softness as well as hardness, so that at times it moves flexibly as if it were flowing, and at other times it unleashes heavy blows like iron. its signature move is recovering from any kind of damage in an instant (meditation cure). its special move is hardening its body tissue to the level of chrome digizoid by liberating all of the energy within its body, then unleashing a mighty blow (mantra chant).  virtual pets current original"
Andiramon_(Deva),https://wikimon.net/Andiramon_(Deva),https://wikimon.net/File:Andiramon_data.jpg,Andiramon_data.jpg,"one of the ""deva digimon"", it is a perfect digimon with a form resembling the rabbit. as a follower of the four holy beasts digimon qinglongmon, it is the owner of a gentle spirit. it likes small things, and because it attends to them with profound tenderness, if anything appears that tries to tread on them then its personality is completely reversed, and it attacks with the bao fu which transformed its hands into razor-sharp axes. once a cut is made, it won't stop spreading until the enemy's form is no more. its special move is spinning like a tornado with its body as the axis, cutting anything surrounding it with the bao fu on its hands (asipatravana).[1]  digimon life  video games"
Andromon,https://wikimon.net/Andromon,https://wikimon.net/File:Andromon.jpg,Andromon.jpg,"a human-type cyborg digimon. it possesses a fighting strength which can fell a digimon below perfect in a single blow. andromon was developed as a prototype for cyborg digimon, and the mechanically-based andromon and organically-based cyborg boltmon were manufactured at the same time. this technology was appropriated for metal greymon and megadramon. as a prototype digimon it possesses neither will nor emotion, and it is faithful to its programmed behavior. it was upgraded with a program based on the data acquired from the andromon of file island, and the strength of that program varies. its special move is a blade of energy which it fires from its arm module (spiral sword).  digimon life virtual pets  video gamescurrent original"
